id,价格,评价,评价日期,票务类型,评论,
ldK917039351,165,1,2021.06.05,兰州极地海洋世界门票成人票,太小了，还那么贵的门票不值得，太垃圾了，后悔去,
腾格里的猫儿,165,3,2021.06.05,兰州极地海洋世界门票成人票,还好吧孩子挺高应啊，玩的也开心,
tUH27729493,165,3,2021.05.21,兰州极地海洋世界女神节门票女士票,还行吧，有些场地都是空的，至少四五处的动物场地不知道是搬迁了还是去哪了？不知道！陪孩子转了一个小时就回了,
陌上聚,165,3,2021.06.05,兰州极地海洋世界门票成人票,很喜欢很好看很可爱很好看很期待很开心很幸福,
eeJ770484572,165,5,2021.06.09,兰州极地海洋世界门票成人票,挺好,
tUH27729493,165,3,2021.05.21,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还行吧，带孩子去的，就是有好多场地是空的，不知道那些动物去了哪里？转了一小时就回了！票价还挺贵的！,
你的晶姐,165,4,2021.04.17,兰州极地海洋世界门票成人票, ,
古小乖_,165,2,2021.06.03,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,感觉一般，也不是很大。主要是陪孩子去,
匿名用户,165,2,2021.05.24,兰州极地海洋世界门票成人票,说实话，真心一般，有点不值这个价格！我不知道那些评论不错的人是怎么……哎，反正我觉得不值当。,
香香的爱情很美,165,4,2021.04.14,兰州极地海洋世界门票成人票,挺好的，里面东西也挺多的，可以去玩玩值得推荐,
小赵不吃辣椒哦,165,3,2021.06.02,兰州极地海洋世界门票亲子（1大1小）票,总体来说还不错，但是没有特别惊喜和意外,
匿名用户,165,3,2021.06.03,兰州极地海洋世界门票成人票,带弟弟去的   从弟弟的感官上来看  非常棒的体验,
KAK684367275,165,3,2021.03.23,兰州极地海洋世界门票成人票,一般吧，实在太小了。开始转感觉还行，然后……就没然后了，就已经到头了！表演的节目确实一般般,
肩上有个一百万,165,4,2021.06.08,兰州极地海洋世界门票成人票,宝宝喜欢,
大千吐鲁,165,3,2021.06.01,兰州极地海洋世界门票成人票,还不错，正好赶上点，看了两场美人鱼表演，小孩很喜欢,
Hqp754679451,165,3,2021.06.05,兰州极地海洋世界门票成人票,还行吧，第一次去，感觉还可以。,
hCG102559738,165,3,2021.06.02,兰州极地海洋世界门票亲子（1大1小）票,还可以吧！带小孩玩，价格有点高,
匿名用户,165,1,2021.05.05,兰州极地海洋世界门票成人票,无语～第一次评价送给这里。感觉就跟逛了一趟花鸟鱼市场，全都是大小鱼缸，设施陈旧。不知道怎么有勇气把门票费用设那么高，交了一波智商税！！！,
匿名用户,165,5,2021.06.05,兰州极地海洋世界门票成人票,好的很，西北没有海洋世界。,
gFN685893064,165,3,2021.06.01,兰州极地海洋世界门票成人票,第一次去，踩坑比较多点，美人鱼的表演宝宝很喜欢。,
HMs718588356,165,3,2021.06.01,兰州极地海洋世界门票成人票,就那样吧，去的时候人也比较少，该差不差吧,
hhf12301260,165,2,2021.05.31,兰州极地海洋世界门票亲子（1大1小）票,馆内面积的小，动物也少，内部环境一般,
冰风哈哈,165,4,2021.05.06,兰州极地海洋世界门票成人票,dianzan,
匿名用户,165,2,2021.05.30,兰州极地海洋世界门票成人票,还可以！无人人多拥挤，服务态度也不是很好！！！,
Hwp178679936,165,4,2021.03.12,兰州极地海洋世界女神节门票女士票, ,
当个干饭人,165,4,2021.03.28,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,和室友一起去，海狮表演和美人鱼我都开，周内去的，还挺开心的，人比较少，确实很美,
匿名用户,165,2,2021.03.28,兰州极地海洋世界门票成人票,有种上当受骗的感觉，里面没有想象中的大，海洋动物的种类也不是很多，进门以后商家的态度也一般般，总的来说就是一次很差的体验！！！！！！！！！！！！！！不推荐大家去！！！！！！！！！！！！！！！！！！！！,
匿名用户,165,1,2021.05.03,兰州极地海洋世界门票成人票,海洋馆都变成了动物园，到底是陆地还是海洋。走过的最差地方，浪费钱！还有鹦鹉看不懂。,
单字一个康966,165,1,2021.05.03,兰州极地海洋世界大学生专属票,服务态度很差，门口拍照的别去了，门口拍照后面取照片，六张照片一百多就算了，我不想要，还嘲讽我带个女朋友出来，一个照片都不给买，我有自己的消费观，里面也就是鱼啥的，我觉得不值,
女士352,165,3,2021.05.03,兰州极地海洋世界门票成人票,【交通】便利，内部条件环境不是太好，但假期人员密集。对于西北区来说带孩子去玩玩看看体验一下海底生物的灵动性还是不错的。,
凉心不凉生,165,4,2021.06.01,兰州极地海洋世界门票成人票,服务周到，周边设施很齐全,
匿名用户,165,2,2021.05.28,兰州极地海洋世界双十二活动双人票,适合带小孩去，门票比较贵，里面鱼类资源较少,
麻烦您做快点,165,3,2021.05.04,兰州极地海洋世界大学生专属票, ,
匿名用户,165,1,2021.05.27,兰州极地海洋世界门票成人票,门票太贵，花了两百多里面没有好的游玩景点，真的太坑,
CYR743945203,165,3,2021.03.25,兰州极地海洋世界门票成人票,动物挺多的，除了海水里的鱼，还有猴子，海狮，龟类等一些动物，就是感觉好小，一会会就走完了,
Ens598506232,165,3,2021.05.29,兰州极地海洋世界门票成人票,还行，【环境】可以【交通】便捷【项目】多样,
AOASongJiHyo,165,1,2021.05.05,兰州极地海洋世界大学生专属票,本来是五星好评，但是工作人员态度很差，也不提醒闭馆时间，买票时候都问了现在还能转嘛，五点买的，但是都不提醒。到了六点不到，五点五十多一个四十多岁男的就在那催催催。,
匿名用户,165,5,2021.04.22,兰州极地海洋世界门票儿童/学生/老人/记者/军人/残疾人票,海狮很可爱，美人鱼表演很精美，还有其他海洋动物，很多都是第一次见。,
匿名用户,165,5,2021.04.22,兰州极地海洋世界门票成人票,环境不错，有各种第一次见到的动物，很喜欢表演，不管是美人鱼还是其他。,
fLF489729377,165,2,2021.05.30,兰州极地海洋世界门票成人票,人太多……平时去可以……节假日应该避免……,
杰哥潇啦0623,165,3,2021.05.11,兰州极地海洋世界门票成人票,总体感觉还算可以，算不了惊艳，但是也没有太差，感觉里面还是不够到位，如果能再加一些餐饮项目就更好了,
yzR643704038,165,2,2021.05.25,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,说实话很是一般，比起青岛海洋极地那就是一个天上，一个地上,
ZYi188053037,165,2,2021.03.28,兰州极地海洋世界女神节门票女士票,不值得这个门票，鱼的品种太少了，大部分都是家里能养的鱼，像虎鲸还是假的放水里在那里游，我也是无语了，表演太死板了，没意思,
二狗子他舅爷,165,5,2021.05.20,兰州极地海洋世界门票成人票,兰州来说还是不错 就是那个照片有点坑 ps换个背景而已 不过不要就行了,
zwh1487,165,3,2021.04.14,兰州极地海洋世界门票成人票,还不错，在兰州已经相当可以了，物种丰富，品类繁多,
kDQ444104487,165,2,2021.05.12,兰州极地海洋世界门票成人票,里面海洋鱼的种类不多，鱼也不是很多，感觉一般吧，没有南方的海洋世界观好，观光的人不多，门票也不低。,
MZH193799461,165,5,2021.02.06,兰州极地海洋世界门票成人票, ,
kRV506087549,165,1,2021.05.09,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,一点都不好，里面脏洼洼的，一点都不好，美人鱼表演就像走过场一样的，包括海表演，一点也不好，一点都对不起那个门票费，白去估计都很少人去,
、剧终..........,165,5,2021.05.30,兰州极地海洋世界门票成人票,门票太贵，,
lYO115622979,165,3,2021.05.26,兰州极地海洋世界门票医护人员免费票,还不错，去的时候人比较多，太拥挤了,
JVl592372230,165,3,2021.05.08,兰州极地海洋世界门票成人票,感觉还不错 可以带宝宝去看，喜欢美人鱼,
我可能是假优酱,165,3,2021.05.04,兰州极地海洋世界门票成人票,一般东西太少不看表演用不了半个小时就出了，环境也就一般人又多游没空调，进一会就感觉有点不舒服，5 1全是小朋友,
CYR743945203,165,3,2021.03.25,兰州极地海洋世界女神节门票女士票,水母区的水母超级漂亮，其他区还好，感觉整个不是很大，里面的水缸有些小,
Pjx798420155,165,3,2021.04.08,兰州极地海洋世界门票成人票,还不错，里面挺大的，周围停车比较容易。,
ZXH文艺轩,165,4,2021.05.28,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,好,
瑛瑛lyw,165,1,2021.05.26,兰州极地海洋世界门票成人票,不咋样，门票贵，里面没撒人，，，，,
匿名用户,165,2,2021.05.24,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,说实话，没啥太大逛点，连大型鲨鱼都没有，章鱼也没有,
tSG443689838,165,2,2021.05.24,兰州极地海洋世界门票成人票,感觉门票有点贵，里面环境一般。,
晨宝demm,165,3,2021.05.22,兰州极地海洋世界门票成人票,还行吧，没有介绍那么好玩，动物品种不多,
Ayh763809514,165,2,2021.04.15,兰州极地海洋世界门票成人票,入园前均可购买,还好，该有的都有，是孩子们的天堂
感光隧道,165,3,2021.05.25,兰州极地海洋世界门票亲子1大1小票,很喜欢。孩子很开心、我也就很开心,
李李雅雅＊,165,1,2021.05.07,兰州极地海洋世界门票成人票,不是一般的恶心，真不值花这钱去。里面没信号，需要扫二维码进去的都得跑门口打开才能进。太恶心人了。,
静静静JING静静静,165,5,2021.05.26,兰州极地海洋世界门票成人票,可以去一次,
Rqa722774146,165,2,2021.05.20,兰州极地海洋世界门票成人票,服务人员态度恶劣，感受一般，不值那个价,
tIX775660215,165,4,2021.05.27,兰州极地海洋世界夜场票（儿童/学生/老人/军人/残疾人票）,可以,
tIX775660215,165,4,2021.05.27,兰州极地海洋世界夜场票（成人票）,可以,
STK913338995,165,3,2021.05.22,兰州极地海洋世界门票成人票,体验一般吧，除了交通便利外，其他感受一般,
匿名用户,165,3,2021.05.20,兰州极地海洋世界儿童/学生/老人/军人/残疾人票门票,【环境】【交通】【项目】【餐饮】都挺好的，不错哦,
狗熊的脑袋,165,1,2021.05.22,兰州极地海洋世界门票成人票,真的垃圾真的垃圾孤独地我和我VSVS我,
青天一碧,165,3,2021.05.23,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,不错的哟，我专门从临夏去游玩的。,
dbl104816014,165,2,2021.05.18,兰州极地海洋世界门票成人票,一般吧，没有榆中的极地海洋公园好，就是交通便利,
jlv321798620,165,3,2021.05.17,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,环境还可以，票价偏高，大人一百，儿童五十差不多！！,
何波684,165,1,2021.05.16,兰州极地海洋世界门票亲子（1大1小）票,及其一般，里面太潮了，也基本没啥看点，商业消费项目还多。,
匿名用户,165,3,2021.05.15,兰州极地海洋世界门票成人票,转的项目挺多，比想象中的好一些！刚开始听说不怎么样，真实去了好很多！,
渣渣劫,165,4,2021.05.24,兰州极地海洋世界儿童/学生/老人/军人/残疾人票门票,还行吧，挺好的,
JpG814080250,165,3,2021.05.22,兰州极地海洋世界门票成人票,建议不是节假日了去，不然去了就是看人头,
没死就别做废人,165,1,2021.05.19,兰州极地海洋世界门票成人票,进去装修，有的表演都没看到，门票还那么贵,
earmarkforyou,165,3,2021.05.19,兰州极地海洋世界门票成人票,就是价格贵了。里面生物却比较少,
肉可可鸭,165,1,2021.05.18,兰州极地海洋世界门票成人票,美人鱼就5.6分钟  真亏 鲨鱼缸里脏脏的 真失望,
T啸月T,165,2,2021.05.17,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,一般啦，就是门票定价感觉太高了，不值,
冰风哈哈,165,4,2021.05.19,兰州极地海洋世界亲子票（1大1小）,很不错的地方，可以带孩子看看,
星晴星海,165,3,2021.05.22,兰州极地海洋世界门票医护人员免费票,挺好，很梦幻的感觉。。。。。。。。。。。。。,
jbq181203321,165,2,2021.05.18,兰州极地海洋世界门票儿童/学生/老人/记者/军人/残疾人票,感觉不怎么好玩，科普一下海洋知识还行,
匿名用户,165,2,2021.05.20,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,票价太贵，项目少，转都没转就完了,
HYF253179384,165,2,2021.05.19,兰州极地海洋世界门票医护人员免费票,就那样吧，没觉得多好，赶紧哄哄孩子还可以,
共鸣9.,165,2,2021.05.03,兰州极地海洋世界门票成人票,没多少海鱼 基本都是淡水鱼...,
ANL463434429,165,3,2021.04.23,兰州极地海洋世界大学生专属票,不错，可以去一下，。。。。。。。。,
kiO597340363,165,2,2021.05.14,兰州极地海洋世界门票成人票,没有 刚开业的时候人多了 ，也没有 刚开业的时候热了 怎么说呢 进去人很少 也很冷清,
灵魂伴侣438,165,2,2021.05.15,兰州极地海洋世界大学生专属票,就那样，里面没有什么可玩的，就是些动物，而且里面动物。喂食的还要另收费。,
遇见85868,165,4,2021.05.20,兰州极地海洋世界门票成人票,还好吧！就是门票还是有点贵的。,
T啸月T,165,3,2021.05.17,兰州极地海洋世界门票成人票,一般啦，就是感觉门票定价太高。。。。,
ySy242300051,165,2,2021.05.17,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,门票有点小贵，不太值的，项目不精彩,
GXQ605285260,165,4,2021.05.23,兰州极地海洋世界门票成人票,满意,
zhang23623,165,2,2021.05.17,兰州极地海洋世界门票成人票,好久没去了，孩子一直都想去，去了就是失望,
匿名用户,165,4,2021.02.25,兰州极地海洋世界警务人员票,很不错，孩子玩得很开心，很喜欢看美人鱼表演，看完美人鱼表演之后还有海狮表演，孩子看的很激动，各种各样的鱼类，适合带孩子或者陪家人一起去，也可以跟男朋友女朋友一起去，是周末约会、遛娃的好去处，地方很大也很好找，满意的一次活动。,
CEH264920231,165,3,2021.05.15,兰州极地海洋世界门票成人票,还行吧！孩子欲望木有实现。多一些未来的,
周个pp,165,2,2021.05.20,兰州极地海洋世界门票成人票,厕所不好，特别不好。。。。。。。,
zhang23623,165,2,2021.05.17,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,不会再去了，越来越差，孩子也不喜欢。,
ySy242300051,165,2,2021.05.17,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,门票有点小贵，项目不太多，不值得一观,
HYF253179384,165,2,2021.05.19,兰州极地海洋世界门票成人票,一般不太好，也就哄哄孩子。。。。,
GEj747981419,165,3,2021.05.19,兰州极地海洋世界亲子票（1大1小）,带宝宝第二次去，不错的一次出行,
Shg913836223,165,3,2021.05.14,兰州极地海洋世界门票成人票,带孩子过去的，看了没人鱼表演！,
fpc731519280,165,5,2021.05.16,兰州极地海洋世界大学生专属票,第一次和女孩子一起去感觉特别棒，值得推荐,
Ikh152327275,165,4,2021.04.07,兰州极地海洋世界成人票,宝宝很喜欢这里，尤其是人鱼表演，他看了还要看。,
PfE968478113,165,2,2021.05.04,兰州极地海洋世界门票亲子（1大1小）票,大型鱼缸的感觉，美人鱼的表演只在一小部分的窗户上能看到，做的刚好不是那块玻璃附近，，就看不到。,
Z_Q_5_2_0,165,1,2021.05.12,兰州极地海洋世界门票成人票,简直不要太恶心，真的是脏乱差，而且臭烘烘的。真的是太不建议去了，无语子。,
jlv321798620,165,3,2021.05.17,兰州极地海洋世界门票成人票,没有第一次去时的温馨！票价有点高！,
匿名用户,165,2,2021.05.14,兰州极地海洋世界门票成人票,沙滩区孩子就不想游了，加照相下来没有二百不行,
lz_lm,165,2,2021.05.11,兰州极地海洋世界门票成人票,五一去的，人太多，空间太小了，不过种类还算多。,
薇儿0628,165,5,2021.05.12,兰州极地海洋世界门票成人票,很好玩，孩子特别喜欢，有美人鱼表演，各种水母特别漂亮,
芦佳妹妹,165,1,2021.05.11,兰州极地海洋世界门票成人票,卫生太差，环境恶心，吃喝地方也差，道路交通持续差,
AGU443971001,165,4,2021.05.18,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,挺好的，里面什么都有,
匿名用户,165,3,2021.05.16,兰州极地海洋世界门票成人票,配套设施一般，环境一般………………,
psR183933253,165,3,2021.05.14,兰州极地海洋世界门票成人票,不错不错，带娃去的一个好地方，很不错,
PgN405426905,165,3,2021.05.16,兰州极地海洋世界大学生专属票,还行，表演也挺好的，推荐美人鱼表演,
芦佳妹妹,165,2,2021.05.11,兰州极地海洋世界门票亲子（1大1小）票,环境不行，吃喝卫生太差，交通也不行，人员素质差,
君53464,165,4,2021.03.03,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票, ,
mhz797103522,165,3,2021.05.14,兰州极地海洋世界门票成人票,我是第一次去，感觉还不错呢，玩的也很好,
初心2769,165,3,2021.05.09,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,带小孩玩挺好，长长见识，毕竟兰州再没好玩的地方,
duan军胜,165,1,2021.05.12,兰州极地海洋世界门票亲子（1大1小）票,位置不好，没地方挺好，里面很小,
匿名用户,165,1,2021.05.10,兰州极地海洋世界门票成人票,140就这 脏乱差。真的不值好吗 不如去花鸟鱼市！！！,
冷阳271,165,2,2021.05.03,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,这酒店应该是高档型里比较差的，备用床褥，淋浴拖鞋，收费物品清单都没有，,
vXR225544281,165,2,2021.05.05,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,我觉得是大写的坑，可能是我期望值比较好，和成都海昌做比较了，实在是不值得推荐,
htk717478292,165,3,2021.05.10,兰州极地海洋世界门票成人票,还可以，带小朋友去的，如果种类再多一点就更好了,
《泓彤泽》木子,165,3,2021.05.14,兰州极地海洋世界门票成人票,还不错，孩子们特喜欢！有时间再去,
匿名用户,165,2,2021.05.12,兰州极地海洋世界门票成人票,总体感觉票价太贵，和花鸟市场差不多,
昕锐动漫,165,1,2021.05.02,兰州极地海洋世界门票成人票,140每位的门票，就看了几个大鱼缸，两分钟就能看完，3岁小孩都觉得“鱼太少了”，忽悠！,
匿名用户,165,4,2021.03.10,兰州极地海洋世界门票成人票,孩子一起来的总体感觉比较好，孩子很喜欢很喜欢，但是因为一些鱼的名字我不知道，给孩子开拓了视野还不错吧 。孩子一起来的总体感觉比较好，孩子很喜欢很喜欢，但是因为一些鱼的名字我不知道，给孩子开拓了视野还不错吧 。,
呜呼？,165,1,2021.05.05,兰州极地海洋世界门票亲子（1大1小）票,价格比全国各个地方的都贵，设施太差劲，都没啥东西，场地也小,
烟熏遮住眼底殇～,165,3,2021.05.13,兰州极地海洋世界门票医护人员免费票,和宝宝一起去的，环境很不错噢，宝宝很喜欢,
DNh491944096,165,3,2021.05.11,兰州极地海洋世界大学生专属票,海狮表演不错，水母馆是我最喜欢的一块,
匿名用户,165,2,2021.05.01,兰州极地海洋世界门票成人票,一般吧，没有海洋公园大，没有海洋公园设施齐全，也没有海洋公园环境好。门票还要比海洋公园贵！,
vlX680353905,165,3,2021.05.10,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,对于西北地区来说能有这样的海洋馆已经很不错了,
fkW683476388,165,5,2021.05.14,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,价格有些高了哈哈！其他都好,
匿名用户,165,3,2021.05.04,兰州极地海洋世界门票成人票,还不错，就是有点小了，不过在西北地区有这样的海洋馆还算不错，可以带孩子去转转。,
duan军胜,165,2,2021.05.12,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,没地方停车，里面非常非常小，，，，，,
甘NZ3389,165,1,2021.05.08,兰州极地海洋世界门票成人票,门票太贵，不适合大众消费，也不符合我们诚实的人群所需,
KNG120558632,165,2,2021.05.06,兰州极地海洋世界门票成人票,体验项目极少 没有让人记忆深刻的节目或者有兴趣的动物,
MZH193799461,165,5,2021.02.06,兰州极地海洋世界门票医护人员免费票,好像还是去年去的  很荣幸，医护人员免门票，有幸去看过一次  感激涕零 哈哈哈  总而言之，还是值得去观看一下滴  项目挺全的  带老妈和侄子一起去的  老妈和侄子玩的很开心  我也就满足啦  我觉得属于兰州必打卡旅游景点，希望更多的人去观看，发展越来越好,
wxs187932,165,3,2021.05.06,兰州极地海洋世界大学生专属票,环境好着呢，主要是门票太贵了，再多加点娱乐项目就完美,
tUN483499210,165,1,2021.05.13,兰州极地海洋世界门票成人票,啥都没有，到处收费不要去了乱花钱,
匿名用户,165,2,2021.05.11,兰州极地海洋世界门票成人票,说句实话一张票140不值，并没有多好,
心软是病xn,165,4,2021.03.20,兰州极地海洋世界女神节门票女士票,「热带海洋区」「河流湖泊区」「海底潜游区」「热带雨林区」这美人鱼惊艳到我了 太攒劲了,
SaG651126617,165,3,2021.05.09,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,去的时候有点早，动物还不多，挺大的，走起来有点累,
wrmeituan,165,4,2021.05.03,兰州极地海洋世界门票成人票, ,
baby丁丁319,165,5,2021.05.09,兰州极地海洋世界夜场门票（成人票）,入园前均可购买,不错的宝贝，很好，不错，推荐。
山水醉龙,165,3,2021.05.09,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还可以玩的也就那么点东西，转来转去的，还需要进一步改进,
eTG235051870,165,3,2021.05.10,兰州极地海洋世界门票成人票,还可以！去的时候人有点多，不过也还好……,
匿名用户,165,2,2021.05.09,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,场地有点小，动物呢少，品种也不多，不满意,
喜欢吃莉芝,165,3,2021.05.04,兰州极地海洋世界门票成人票,「热带海洋区」「梦幻水母区」「热带雨林区」「海狮剧场」「沙滩海洋区」,
BgD810896192,165,2,2021.05.06,兰州极地海洋世界门票成人票,个人意见：没有想象的好，门票价格较高，不太好,
EId167141938,165,2,2021.05.06,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,不好玩，人太多，东西太少，潮湿闷热，下次不会再去了,
张廷梅好伙伴,165,4,2021.01.25,兰州极地海洋世界门票成人票,带孩子去还是不错的选择，里面有美人鱼，海狮表演等，还有沙坑玩！整体就是小一些。。。。。没有饭，只有零食，建议吃饱了进去或者带点吃的。爱拍照的也可以拍拍照，下面给大家展示了我拍的照片和视频，喜欢的可以浏览浏览！,
飞翔的云8791,165,5,2021.05.11,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人夜场票,很不错的忙碌的忙碌起来,
建国路小佩奇,165,2,2021.05.07,兰州极地海洋世界大学生专属票,大失所望，内部闷热通气极差，和宣传图片有极大出入,
fkW683476388,165,5,2021.05.14,兰州极地海洋世界门票成人票,很好的体验！,
匿名用户,165,1,2021.04.20,兰州极地海洋世界门票成人票,真的很不值得花这个钱来，没有什么海洋生物！门票还这么贵！长隆才收多少钱看看人家的设施！兰州的太差！大家切记不要来………,
WYz146519779,165,1,2021.05.03,兰州极地海洋世界大学生专属票,设施老旧，环境很差，设施老旧，环境很差，设施老旧，环境很差，再也不会去了,
《泓彤泽》木子,165,4,2021.05.14,兰州极地海洋世界门票亲子（1大1小）票,很不错，,
NUJ203883901,165,1,2021.05.06,兰州极地海洋世界门票成人票,项目太少。海狮剧场要是好久的队，都没有看到。,
冰风哈哈,165,4,2021.05.06,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,兰州人民值得去的地方，让孩子们也涨涨见识,
兔子的November,165,1,2021.05.04,兰州极地海洋世界门票成人票,差评 设施差 卫生间少 环境差 门票还挺贵,
YnG976592740,165,2,2021.05.09,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,不满意，场地小，动物少，动物也不精神,
Zh小岳,165,3,2021.05.08,兰州极地海洋世界门票成人票,目之所及皆是回忆，心之所想皆是过往，眼之所看皆是遗憾,
CC徐小娜,165,2,2021.05.12,兰州极地海洋世界门票成人票, ,
匿名用户,165,3,2021.03.03,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,买学生票去的，票价也不贵来兰州一定要去哦值得一去,
kRV506087549,165,1,2021.05.09,兰州极地海洋世界门票成人票,很后悔去，白花钱，一点都不好。不建议大家去,
WaZ812869314,165,5,2021.04.04,兰州极地海洋世界门票成人票,去了才知道，,
