id,价格,评价,评价日期,票务类型,评论,,,,
Cbh315072952,259,4,2017.07.17,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,头一天去过九寨了，听住店店家说黄龙更美，去过黄龙都说去九寨也就没啥意思，于是坚定的订了门票，开始坐很陡的索道到了山顶，徒步森林栈道走好远好远，一路只是森林，几乎想要放弃了，结果终于坚持到五彩池，一路下山，伴着金沙铺地的流水，各种钙华的小池子，各种小瀑布，太美了，虽然是旱期，水量不是很大，有的小池子都干涸了，但是并不影响她的美丽，完美,,,
sdh_xy52,259,4,2017.11.21,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,票价合适，价格实惠，特别方便。,,,
sdh_xy52,259,4,2017.11.21,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,票价一样，方便,,,
凡H心,259,5,2017.10.08,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,这可能是黄龙最冷清的十一了，很漂亮，值得一行。,,,
Cbh315072952,259,4,2017.07.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,一家三口带公公婆婆一路自驾游，我跟老公俩人全票，公公婆婆跟儿子半票，很合适，公公婆婆60＋岁，走得有些累，我跟儿子很兴奋，做索道跟陡峭，过瘾，只是从下索道走到五彩池这段路程又长又累又无聊，从五彩池往下山走就一路好水美景，真的好美，天气很晴朗，听人说头两天下冰雹得租羽绒服，结果穿好多，结果热坏了，穿半袖都热，总之，一切非常顺利,,,
kLQ470102658,259,5,2017.11.19,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,很不错,,,
ding983,259,5,2017.11.08,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景还是不错的，和老公的蜜月旅行，回来半个月就地震了,,,
W...樱,259,5,2017.11.12,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景不错 取票方便,,,
Elu26,259,5,2017.11.16,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,很美,,,
Elu26,259,5,2017.11.16,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,美滋滋,,,
匿名用户,259,3,2017.10.06,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,门票索道真的贵  感觉不值  首先那里的售票员态度不是很好 多问两句有点不耐烦 售票中心，连个热水都没有。 那些景色彩池九寨沟都有。相对九寨沟，要大气，漂亮些 。 去了一次不想去二次,,,
ZT8526,259,3,2017.11.03,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,人太少了，很冷清，很多景点都去不了,,,
没错又是你,259,5,2017.08.03,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,黄龙真的很美，虽然今年雨量少，有的池子干了，但也抵不住它的美，就是交通不太便利，不通班车，除非自驾游或者跟团，不然自由行的只能包车去，川主寺过去的话往返最少都要200，马上隧道要通车了，如果通班车了肯定人气更高过,,,
_qq4mk1337395848,259,5,2017.10.27,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,就是没看见雪景，有点遗憾，冬天有时间再来一次,,,
chengyao0131,259,5,2017.10.27,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,还不错，很好哦，只是出口离停车的地方太远了,,,
Fse769142831,259,1,2017.10.26,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,没意思，景区自动取票机就是摆设没有一个能用的。,,,
_qqh231444536329,259,5,2017.09.11,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,取票方便但是人品不太好，来的当天下雨，在山上特别冷,,,
_qqh231444536329,259,5,2017.09.11,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,取票方便，景色也特别美   这是第二次来九寨沟了,,,
hJc845134206,259,5,2017.07.24,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,停车方便，按照坐索道上山，步行下山的行程很好，步行下山路上很多景点，然后乘景区免费大巴到索道入口处，离停车场很近。就是自助取票机都不好用了，还要在窗口排队取票,,,
sJb890197994,259,5,2017.08.07,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,整个景区卫生非常好，栈道很宽，不愧是5A景区！风景确实没得说，太棒了，我大四川的骄傲！！！,,,
匿名用户,259,3,2017.10.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,就是上山好累啊，里面挺大的，不过就五彩池最好看。其他的都千篇一律。,,,
DQL562476294,259,5,2017.07.21,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,我们去时运气好极啦，本来到处池子都枯起的，遭遇一场夏日里的大雨，涨水了，这才是真正的黄龙！随便分享几张，你们随意感受下！,,,
ruiruithease,259,4,2017.10.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,整体可以，只有五彩池好看，里面风景也还不错。,,,
kCJ543888225,259,4,2017.10.12,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景的确很没，不过网上买票和现场一样的价格，感觉没优势啊,,,
黑色丶耀光,259,2,2017.10.01,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,不知道为什么网上买的票也要排长队去售票窗口取，没有自动取票机，窗口就两个人，效率太慢，体验很不好！,,,
FFT279933277,259,4,2017.08.06,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,夏天的黄龙，水美，还有个黄龙古门头上有三个方向看不同的字，,,,
洳嗳N夭,259,5,2017.08.19,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,五彩池确确实实太漂亮了！一定推荐朋友去。。。,,,
msL374440244,259,3,2017.10.10,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,门票价位偏高，高原反应的人还是不适合去,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
ajD273574817,259,5,2017.10.14,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,挺好的，挺方便,,,
Wzq722233092,259,5,2017.08.14,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,五彩池非常漂亮，景区内空气非常好，在里面游玩很轻松。,,,
匿名用户,259,5,2017.08.07,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,取票方便快速，省去很多时间和精力，能好好去欣赏沿途的风景。省时省力方便快捷,,,
wRB494068008,259,5,2017.07.11,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,真的不错好地方，值得多去几次，就是基础配套设施欠缺，指示牌不明显，找的晕头转向，有高原反应的人不建议去，几个景点大同小异，在路上走的时间太久了，老人小孩也不建议去，我们坐的缆车上去的，不坐缆车是实在受不了。,,,
hmz23341736,259,5,2017.10.06,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,我已经为九寨黄龙捐款了。景色漂亮收费贵。,,,
dTS542512268,259,5,2017.08.08,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,缆车上山的路线可以看到黄龙钙化瀑布的全貌，然后再仔细欣赏，从容下山。直接上山再坐缆车下山的话，有苦尽甘来的幸福感，路程四公里多，也不算太远。两种方式都不错，站点间有免费公交车往返，不用费尽心思考虑到底把车停在哪里。唯一的遗憾是，夏季水虽然大，但是色彩稍显单调，秋天会更漂亮！,,,
黑色丶耀光,259,2,2017.10.01,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,网上买的票依然要排长队取票，没有自动取票机，效率太慢,,,
xierhepan1111,259,5,2017.08.19,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,景色宜人，确实不虚此行！,,,
GMY122901902,259,5,2017.10.05,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,人间仙境，环境真的不错，夏天去的话，估计更美,,,
匿名用户,259,1,2017.08.05,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,价格和景区门口买票是一样一样一样的！没任何优惠！说送10元优惠券也没有送！黄龙景区是非常美的！一分给景区！景区里氧气瓶很便宜15一瓶，千万别在外面买！,,,
匿名用户,259,5,2017.08.07,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,方便快捷，服务周到，节省时间，风景漂亮！,,,
匿名用户,259,5,2017.07.30,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,美到极至，环境特别好,,,
lanqfr,259,5,2017.10.01,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,景色大不如以前了,,,
TaD847683504,259,5,2017.06.14,黄龙风景名胜区门票+上行索道票（老人票）,请至少提前1天的22点前购买,很好，海拔3000多米，缺氧的话沿途都要卖便携氧气瓶。上山缆车，下山山谷走了几公里，很累，加上开车脚都走疼了，不步行又看不到风景。缆车点跟正门有免费公交，建议停车在正门处，大些也正规，还便宜5块，缆车处20。,,,
哼，我是胖子,259,4,2017.09.22,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,感觉风景还行吧！遇到了下雨，没玩好,,,
金榜教育_圈圈,259,5,2017.09.24,黄龙风景名胜区门票+上行索道票（老人票）,请至少提前1天的22点前购买,美得不要不要的，建议一定要去,,,
孙孟来88,259,5,2017.08.04,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,风景很美，就是没有自动取票机，取票还的排队，到了景区才知道到买票处，扫支付宝和***还能优惠10元钱。,,,
输不烂,259,4,2017.07.30,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,感觉没有以前水那么多了     黄龙的水     有的地方已经氧化了     再过几年不知会如何,,,
火焰绅士2008,259,4,2017.08.03,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,环境还不错，空气清新。就是带着小孩徒步走五个小时有点累！要去的朋友要准备好，另记得带雨具。山上的雨说来就来！,,,
金榜教育_圈圈,259,5,2017.09.24,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,美得不要不要的，一定要去,,,
purplenut,259,5,2017.08.09,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,黄龙的池子确实很有特点，大部分都是钙化池，是九寨沟没有的，乳白色的池底配上蓝绿色的池水让人真切的感受到大自然的鬼斧神工。不过偌大的景点里池子过于分散，走起来超级累，而且可看的景点不多，比起九寨沟，票价略显贵了点。,,,
WiI15977285,259,2,2017.08.05,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,我能说，280花一次永远没有第二次吗？水小的可怜。人还多200的门票80的缆车。比起九寨沟，我只能说：真心不用看黄龙。现在只剩了几个小水坑。老爸说现在的黄龙，跟18年前的黄龙，，，完全没有的比！！！！我去过九寨沟，我也说。黄龙的门票，跟他的景点，，完全，特么没法成正比！上当就这一次。,,,
北极熊鲜森,259,5,2017.07.21,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,整体来看我觉得黄龙的景色反而要比九寨沟更美，黄龙的水是碧蓝色，而九寨沟的水是淡蓝色，只有两者对比，才会发现黄龙的独特之处。,,,
好159,259,5,2017.07.21,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,黄龙景区真的是很值得一看！尽管有点小小的高反但是也阻挡不了欣赏美景的步伐！,,,
花海的追寻,259,4,2017.08.16,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,我们在九寨沟的时候手机短信提示票已经被取了，打了客服电话，黄龙的工作人员还是挺热情的，我们最后还是成功的取到了票，进入到了景区，不过美团的客服也是棒棒哒,,,
倒打立桩,259,3,2017.09.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,就是走路太累了！围着山转圈圈，太累了,,,
ygB852292548,259,5,2017.07.23,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,景区价格偏高，完全不是很值，毕竟九寨沟的景色差不多,,,
Sis754018000,259,5,2017.08.01,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,非常美的景点，全家自驾游，终身难忘。,,,
神婆丢了魔球,259,5,2017.09.09,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景确实很不错，就是爬山好累。,,,
哩呀_,259,5,2017.07.28,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,空气清新，干净清爽，美美哒景色，美美的照片！,,,
vZt35790449,259,3,2017.09.03,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,有一个朋友临时有事，去不了，退了一张，两个多月了，但并没退到卡上，不知为什么,,,
匿名用户,259,5,2017.09.09,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,只是可惜了，我们出来后一天就地震了。,,,
lyoyowy,259,5,2017.07.11,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景好 尽管累又下雨又轻度缺氧 还是值的,,,
匿名用户,259,5,2017.07.14,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,真的值得一去 比九寨沟游客少一些 所以玩的更痛快 风景美 五彩池漂亮 就是不太习惯高原地区 刚下车时有点不舒服 适应一下就好了,,,
JLF蓝天彩云,259,3,2017.07.11,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,我们是看过九寨沟再到黄龙游玩的，所以黄龙的风景比九寨沟差得太多了。,,,
姜饼人2011,259,4,2017.07.24,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,不开后悔，来了更后悔，可能也是因为我去的是阴天而且昨天刚去了九寨沟，所以根本没怎么玩，一直不停的赶路怕错过回程的车，没看到什么有意思的景色,,,
Ern576012072,259,5,2017.06.25,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,风景很美，坐缆车五分钟到山顶，但是走下山走了三个半小时，也挺累了,,,
匿名用户,259,5,2017.09.04,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,我们去的时候基本没人，景区太美了,,,
匿名用户,259,5,2017.08.06,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,挺好的可能下次还会来吧向往的地方,,,
匿名用户,259,5,2017.09.04,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,电子票取票方便。,,,
FXr430265373,259,4,2017.07.16,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,门票价格贵，景色不错，服务也还可以，,,,
田甜635,259,4,2017.07.11,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,这个季节去黄龙真心避暑呀，一路有惊喜，途中能看见雨后彩虹，入园后一面走一面拍照，和九寨沟的美不一样，确实没有白来，海拔很高，需慢行，想要去玩的最好自己多带点吃的，途中没有啥好吃的，唯一不足的是有几个工作员，即使别人随地丢垃圾，喊别人捡起来不是好言相劝，而是大喝谩骂，这个不好,,,
匿名用户,259,5,2017.08.27,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,去四川必须要游览的景点，此次游览九寨黄龙红原，幸运躲过地震。,,,
天水雨,259,4,2017.09.03,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,美景以后有时间还会去溜达,,,
匿名用户,259,5,2017.08.10,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,方便快捷，黄龙很漂亮。跟九寨的景不是一种风格,,,
刘倩likai,259,1,2017.08.04,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,坑人的地方……团好的票售票大厅也出票了结果进不去大厅也不退，这是有多坑人……人家还说了你去投诉也没有用……给孩子买个票把人折腾的10几次，结果钱给了票出了人却没进去我们10几个人也就没心情了,,,
_qqskh1407920066,259,5,2017.08.17,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,停车场多。配套完美，坐索道上山后一路缓缓步行，很轻松，三百米左右就有干净厕所。值！,,,
天水雨,259,4,2017.09.03,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,美景   以后还会去的,,,
咕噜咕噜蛐蛐,259,5,2017.06.23,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,还不错，也不是很冷，钙化池很美丽！不虚此行！,,,
咕噜咕噜蛐蛐,259,5,2017.06.23,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,环境不错，美丽的钙化池，景区很大！,,,
匿名用户,259,4,2017.07.27,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,基础设施完善，原始风貌保护好，值得一看！,,,
ffL830519341,259,4,2017.07.18,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,五彩池的风景不错，比九寨沟景区稍逊一些，不同的景观！上山一定要坐缆车啊，几分钟就到了，看风景不重复，也没有那么累。不然走上山要花三四个小时，都是爬山，容易产生高原反应，说不定没等到看到最漂亮的五彩池就无功而返了。,,,
匿名用户,259,4,2017.07.18,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,一定要先来黄龙后去九寨沟，要不后悔死。,,,
水木南南,259,5,2017.04.24,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,景区干净整洁，没有任何垃圾。缆车舒适，安全，卫生。SSSSS级别。景区工作人员素质高。景区有吸氧间。1块钱一次。一次一大袋子。便捷，价格公道。景区景色美如画，名不虚传。要是旺季来的话，就更美了。下次还会来。值得推荐。不到黄龙非好汉。,,,
waN785954316,259,4,2017.08.07,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,网上购票换票太麻烦，站很长时间的队，与导游，购票一起站队，自动取票机6台都不能使用，没有九寨沟用身份证刷方便。,,,
羽雨羽雨,259,3,2017.08.17,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,缆车售票服务态度特别差，去过这么多景区，只有这个给差评,,,
沉淀676,259,1,2017.07.30,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,交警部门和景区联手坑害游客，莫须有的抓外地游客违章，几秒钟上车就定你逆行违章！太**了！跟抢劫没啥区别！,,,
输不烂,259,3,2017.07.30,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,自驾游去了好多人    也没有优惠       一路走来     感觉有点贵       可恶的是   阿坝藏族自治州区域     交警躲在草旁边偷拍     开罚单      我也是无语,,,
WvS184821344,259,4,2017.08.17,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,门票价格有点贵，当然没有九寨的好看，基本半天可以游完！,,,
黄玫瑰蒋,259,5,2017.07.23,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买, ,,,
匿名用户,259,5,2017.08.07,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,带父母和宝宝去的，老的老，小的小，几个小时走下来，确实累人，有带老人或小孩的提前做好准备！,,,
DbA80796839,259,5,2017.08.20,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,黄龙景区管理的非常棒，不愧5A,,,
匿名用户,259,5,2017.06.23,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,真的炒鸡好看，值得一去！,,,
tmo434767791,259,5,2017.07.25,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,感觉黄龙景区做的比较成熟，整个景区环境干净整洁，不虚此行！,,,
PSx626763813,259,5,2017.08.06,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买, ,,,
URb261897215,259,5,2017.08.01,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,水很美，环境不错。近期水量要小些，但温度合适！美团订票还是需要排队在窗口取票，有些麻烦！,,,
匿名用户,259,5,2017.08.07,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,景色怡人，就是带着宝宝，从山顶走下来四个小时，一个字，累！,,,
purplenut,259,5,2017.08.12,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,性价比略低，比九寨沟要差，顶多100块门票差不多,,,
匿名用户,259,5,2017.07.26,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,上面的东西真的是不能买，买个香飘飘奶茶，老板在下面操作，把奶茶粉放一半，果肉不放，声称有些人不要，对游客的尊重一点也没有！,,,
ufU70979195,259,2,2017.08.05,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,在网上买的自动取票机坏了，还要排队取票，黄龙门票太贵了，不值,,,
lyoyowy,259,5,2017.07.11,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,风景优美 可惜天公不作美 中途下起大雨,,,
匿名用户,259,5,2017.07.04,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,很漂亮，很赞！下次会再来！只是劝大家，不要买氧乐啥的了，年轻人不会有啥反应的！,,,
fWO710374751,259,5,2017.08.13,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,还不错，就是还是要在卖票窗口一样排队！,,,
URb261897215,259,5,2017.08.01,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,环境好，主要看水，很是特别！美团订票需要到窗口排队换票，不是介绍的那么快！,,,
龙_晓晓,259,3,2017.08.11,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,凑合，没得九寨好看，全是走路，没有什么特色,,,
BHA663413885,259,1,2017.08.10,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,保安像**一样辱骂游客太差了自驾游的要考虑了！！！,,,
ybxixi,259,4,2017.08.02,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,买票方便，取票还要和现金买票的一起排队，建议设置自动取票机,,,
vmV885006098,259,5,2017.08.01,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,非常便捷，把身份证递给售票处工作人员一刷，票就到手上了。,,,
皇四,259,5,2017.08.01,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,太冷了.没太阳的地方只有几度.早上八点进去的.穿的短裤短袖.建议带厚衣服.,,,
JSI997151838,259,5,2017.08.06,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,可以，没有取票机，还是要跟现金买票的一起排队，只是快一点。,,,
mali7373,259,5,2017.08.08,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,很漂亮，坐缆车直接上去，去路走下来，水很美,,,
zKs251808603,259,4,2017.08.06,黄龙风景名胜区手机智能导游（不含门票）,入园前均可购买,还行吧！用起比较方便，对景区的景点分布也方便了解,,,
